ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,0.02256070788314158,,,1.1064617403500562e-12,42.40018536954308,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,4.1858968101695524e-19,,,27.442554393417975,,,,,903781815070.8271,,,1.1598363509442336e+33,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.128070660716887e-109,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0955217560963353e+108,,,,,,,,,,,,,,,,,,1.4349933458151626e-98,
"$\hat{S}_{x,z}$",,,6.96867342915754e+97,5.003466214104069e+96,,1.9358616466924475e+38,,,,6.6071089520443755e-31,,,,,,,,,5.52085180488953e-26,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.9986144748637261e-97,
"$\hat{S}_{x,y,z}$",,,,,,,,,7.213196444917481e-56,,,,,,,,,,,5.16565841215238e-39,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,294731419239.3913,,7.22023363724063e-41,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3863479355322618e+55,2.8871712682116005e+26,1.384996733128115e+40,,3.013347664787952e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.392919569215539e-12,3.463597781711889e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.023388290265583592,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,33185682876.40217,,42.75643874112179,1.076138832169392e+23,,,,,,,0.0001517040718196298,1.5135212802727878e+30,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,9.292481324032295e-24,,,864812389.3893205,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,7.499700643504102e-29,,6.7940365271035805e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.1563201594581006e-09,,1.3333865543902133e+28,2.758069686980351e+35,,,,2.0852057823471486e-31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.6257241966023035e-36,147187904570.52753,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.391686092145852e-31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,6591.780879744355,,,4.795689751418109e+30,,,2.9483860617753104e+30,,3.6036234662856906e+23,,1.8113146944360147e+25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.7749847045776822e-24,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.5882073741725387e-75,
"$\hat{S}_{x,z}$",,,1e+160,2.786906930736147e+74,,7.402247485928876e+91,,,9.241690153310408e-21,,1.2775220927525632e-39,,,2.2326581026457605e-05,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,9.681155566655382e-98,,,,,,,,,,,1.3509410512157638e-92,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0329345429013461e+97,4.637598281196163e+56,2.5143708108007924e+78,,,0.012846261229435886,,,660.5661485928191,,,,,,1.082053156306908e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.922344927800509e+27,2.156288534206703e-57,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0315520644483524e-28,,3.977138120218289e-79,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.304956864232898e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,77.84366066825754,1.586053674170008e+16,,1.3562398048128323e+72,,1.6658977216600872e+25,,,,,,7.827653280307576e+38,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.373327316093668e-73,,,7.735756328402894e-28,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,6.497921907959329e-16,1.397827352782266e+52,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,0.0015138529307477608,,6.00276947977027e-26,1.2926984221676715e+27,1538953551865706.8,,1.8952574775992762e+51,281241652.38230073,,,,44789.661203162854,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.15395930698865e-53,5.2763279492066725e-52,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.612941125495084e-22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,3.5556610890646744e-09,,,1.3135527827098074e+21,1.1156916912255586e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,8.963049629790877e-17,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.798786111035024e+55,5.68670942267771e-144,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.7244988534704038e-56,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.3625329830280274e-80,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.7584861924053232e+143,,,7.339271874194549e+79,8.484118396472298e+41,,,1.2146174629858651e-108,,,,,,,3.1757805768839177e-83,,,,,
"$\hat{S}_{x,y,z}$",,,,1.1786728488086642e-42,,,,,1e-160,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2627285061543796.5,,6.171231297682734e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.8062105046659783e-16,1.4930390266134028e-69,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,8.233044810188417e+107,,1e+160,6.697748566346974e+68,1.6204221682235356e+42,,5.161388462910067e+21,,,,,,3.9799970434524335e+34,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.9374631597409066e-22,,7138249394614497.0,2.1369930310339603e-05,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.4009037016196957e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,46794.724431841554,,,,1.1970099303180589e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,6.023878365403775e-31,778775204846367.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2840675894365115e-15,2.3781536413648533e-56,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,8.354149574467514e+19,1.6600600798037045e+30,,4.2049427867330176e+55,3.872732216157045e-08,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,3.1488321557190264e+82,,,,,2.5125646805319074e-35,,,,,25821563.283616625,,,1.4701845822846004e+26,1.7493484255400649e+31,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.801867003978814e-27,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.716414096815942e-32,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.214467334286736e+67,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6091483729953096e-68,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.5801430411567046e-60,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,3.875754111491779e+59,1.3365540142465485e+42,,,,,2.083508123448926e-59,,,,,,,8.279735659364344e-33,,,
"$\hat{S}_{x,y,z}$",,,,7.48192732460369e-43,,,,,5.82032644400416e-81,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.397341544483517e+33,1.2273325475052113e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.7181166891938774e+80,81477510071145.08,3.870424031849077e+26,,,5.9946026338150505e-30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.8527639797449432e-34,,2.5836962352733604e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,4.799597317358448e+58,,,,,1.6681672849491037e+29,2.2745780352467147e+35,,7.118035527039754e+30,,,,,,1.3058006528564765e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.3964198392144144e-36,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.4048820017843879e-31,,,76.58822452788156,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,100.47714786912974,0.005317136639799528,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,1.1681569859568693e-21,0.009952511802011815,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,0.013056837472919285,8.560493255800484e+20,,188.07114951962248,1.7859562046611243e-07,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.028988123592725e-28,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,5599241.444947665,,,1.6586531263625902e+27,2.3647089195528827e-14,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.2077680268318765e+32,,,,,,,7.658136774648345e-26,,,,,42288502899083.21,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.4064465468746245e-127,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,7.110117353710873e+126,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.23656318340189e-21,
"$\hat{S}_{x,z}$",,,1e+160,2.3604038384646885e+20,,2.8564971864010616e-23,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.2586222732124045e-20,,,,,,,,,,,3.500791125440992e+22,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.945195483055309e+19,99754226078.15599,9.567005262341446e+16,,3.9090820218622266e-35,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.47747230246628e+21,,1.0452591721009027e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.5438120817888372e-22,1.002463794583013e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.5581453507686065e+34,,3.1940028284350734e+29,7.257121979039268e+56,102395081313478.81,,,,,,4.719388463850068e-10,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.1308676094377717e-30,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.377956720154764e-57,,,2.7511925173426707e-56,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.477862354085724e-45,3.275586737051066e-54,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.7384178172273905e-08,,3.052888170197797e+53,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,9.766094105033584e-15,,3.634787437434159e+55,,36517436.956077285,2.875329435695521e+44,,,,0.1976025790245304,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,2118918600.7040455,,,5.060662694467464,,,1.6556402723036438e+27,,3.697218631077204e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.039959384465857e-28,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.704735910379865e-39,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,6.248760417749656e+55,,1950025626.7481554,,,4.2814193100177915e-72,,,,,1.1754950587192062e-63,,,,9.098159964354631e-68,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.6003173960062409e-56,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.3605875715939014e-50,,,,,,,,,,,5.128137734618343e-10,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.349765798819695e+49,7.624175712193245e+51,4.2794562033452543e+24,,,841.6969524537429,,,0.00845136036525779,,,,9.460694421579078e+22,,2.3356740547700393e+71,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.19544806448067e+31,,2.336745494014635e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.3897675183514438e-32,1.3116172000085373e-52,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.401189491858026e-38,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.0011880760612056,1.5622096506781233e+37,,1.9208241510873515e-16,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5206098639658993.0,,,1.3091794706016706e-14,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,118.32414626535655,,,76383721441982.4,4.916344469947141e+16,,14578204851.841034,,2.203712401916548e+37,4.660201229392334e+27,,8.507054049972599e+62,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.0946871327252707,6.859555138393554e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.0340315983000104e-17,0.32313444206535064,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.2237061011720044e-14,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,4.5377972149646634e-38,,81718968226296.34,,3.963281294377886e-39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,1.0570048618408824e-23,,,,,2.1458300849605045e-28,,,2.523161808924717e+38,,,1.0991233435308521e+67,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.9027750511875085e-39,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.444979312437269e+38,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,6.499038101030882e+107,,1.3255528865909605e+105,,,3.098922252435454e-51,,4.040582840273745e-25,,,7.124661033956822e+25,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.5386892405529663e-108,
"$\hat{S}_{x,y,z}$",,,,,,,,,7.807786557771378e-99,,,,,,,,,,,7.544021895435548e-106,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.998365550879339e-62,1.5010518336830238e-79,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0006539934320626e+61,,2.528430805266698e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2807727165705666e+98,6.6619951260868275e+78,3.9550222134495804e+22,,,6090.02668030176,,,8.303582460155386e+34,,,,,,3.2269283271437234e+50,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.9934289438407256e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.00016420289310628276,20026.318813116904,,1.585022769338005e+23,,1.2389483401230987e+34,,,,,,2.4748904787514547e+24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.309057632135193e-24,,,0.001034430838076479,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.785430123773347e-09,6.319022217949602e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,1.2042994753150038e-35,,8.071361554111631e-35,966.7151859659338,208967631.7771604,,296277355554.0572,98269052.24831684,,,,1.4035755458875916e-26,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5825233169135468e+23,3.37521576068457e-12,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.0176143731121902e-08,,,7.034596906484622e+21,7075776698.701932,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.421545560170166e-22,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.4132724117529774e-10,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,1.720630012398782e-136,
"$\hat{S}_{x,z}$",,,5.8118246967334365e+135,2.1511758002750076e+20,,5.607694408787607e+32,,,3.8560890728879625e-53,,,,,6.17692213593097e-51,,,,9.989833688879346e-14,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.64862053520758e-21,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.367992466295506e-78,,,,,,,,,,,1.7832640780726883e-33,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.309981777224098e+77,8.743468463446329e+43,4.527110105125781e+29,,1333440453688160.0,,,,2.1003000968546874e-08,,,,7.537588877621298e+47,,2.59330109107429e+52,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.292112034751145e-18,1.1437108787899026e-44,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.3627884886899526e+17,,2.2089146868059576e-30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.0011066724545311635,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,7.499397496409399e-16,,903.6097319541989,1.840843176665334e-05,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,54322.93270149652,,,,2.018185660296925e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,9.463401472329408e-25,3.97465389778355e+28,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,47612243.67401373,,,49549455219.738075,1.0567025006008234e+24,,4.1983573780531217e+36,4.318795890955876e+28,,9.105567775161185e+39,,1.6189292628168812e+50,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.515942332884999e-29,2.381883936864193e-37,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,2.3154602005946402e-29,,,17256.866111405277,0.7930150601834501,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.794794915509529e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,1.3266841907084465e-48,,,,,1.0982291546144669e-40,,1.2610100995669207,,,,10010176657026.805,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.468312643773294e-31,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.88324641607876e+30,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,8.005564670458382e+53,,3.8650503742329006e+61,,,3.5371603762649744e-28,,7.333651326073328e-46,,,2.964898692244966e-19,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.2491311246165252e-54,
"$\hat{S}_{x,y,z}$",,,,,,,,,2.313674501757309e-78,,,,,,,,,,,2.5872884003445124e-62,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.3221291466905497e+77,2.896612081750459e+42,7.616603314530757e+16,,,4.978023905579298,,,26478905874.13337,,,,,,2.8271265467921446e+27,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7250986248673682e-08,,1.3129212047740837e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,57967700.25695682,3.452309014038523e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.200882924422925,6.658208611654747e+17,,6.623757919129997e+37,,0.37644598041058586,,,,,,1.3635772353189199e+45,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.5019054798757239e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.509717009904471e-38,,,1.337215053001875e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,2.3619491237113298e-29,2.4994496164436515e+29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.000880807602966e-30,1.1466418141209595e-53,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,3.7765910901057167e-11,,2.65642363589408,7.478228709399653e+26,4.233791447754389e+28,,8.721119251757112e+52,120607598.0960506,,,,3.37279652291532e+18,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,8.291351588011982e-09,,,286054.8229919326,466706924.4937137,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,3.495833384456525e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.1426723014337223e-09,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.959815415923878e-47,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6779043144996163e+46,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,6.8933771450827895e+106,,8750610.007764088,,,,,8.047489810810842e-62,,,,,,,1.988644304496319e-26,1.7328538239800458e-06,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.4506677626268047e-107,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.37654480624858e-39,,,,,,,,,,,1.1427774739278033e-07,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.656360222216717e+52,,1.0308076367574537e-34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.7645496707728366e-53,7.09054778265146e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.264565566341743e+38,1.4103282717404621e+48,9.701131077624111e+33,,,2.441407567028645e-36,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.2265308957457342e-105,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,4.095997790393786e+35,8.153076318489289e+104,,2.3673334140004973e+40,,,,,,3.3045377642494605e+35,1.7922209457831058e+34,1.2426235056012366e+61,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.2241620638899577e-41,,,,6.836853867286321e+32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.0756626577361873e+21,2.5577809639441893e-06,,,,,,
